"ProblemID","RoundID","PS_Link","Contestants","Registrants","SuccessfulContestants","machine_learning","improve","target","data_type","data_external","task_type","submission_type","scoring_type","provisional_testing","system_vs_provisional","prize_nonmonetary","prize_threshold","data_volume","engagement_barrier","scoring_complexity","prize_pool","prize_extras","prize_number","prize_first","NumRounds","FirstSubmissionTime","Experience","ContestNoise"
10328,13772,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13772&pm=10328",93,257,79,"2-No","1-Yes","2-Resource or Both","2-Image","2-No","3-Optimization","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,10000.,0.,5.,5000.,1,3444678876,684,0.0341129506250062
10357,13767,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13767&pm=10357",238,242,237,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3445777828,3139,0.02390911665010608
10357,13786,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13786&pm=10357",40,90,35,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3445777828,2937,0.02390911665010608
10372,13768,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13768&pm=10372",91,94,91,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,2,3446988645,1860,0.06122261946782592
10372,13791,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13791&pm=10372",79,155,64,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,2,3446988645,1833,0.06122261946782592
10390,13796,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13796&pm=10390",47,62,41,"2-No","2-No","2-Resource or Both","4-Text","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","1-Yes","2-No",1.,2.,1.5,1000,1000.,5.,500.,6,3448640737,1370,0.06722767978698778
10390,13797,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13797&pm=10390",48,53,37,"2-No","2-No","2-Resource or Both","4-Text","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","1-Yes","2-No",1.,2.,1.5,1000,1000.,5.,500.,6,3448640737,1366,0.06722767978698778
10390,13798,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13798&pm=10390",35,44,27,"2-No","2-No","2-Resource or Both","4-Text","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","1-Yes","2-No",1.,2.,1.5,1000,1000.,5.,500.,6,3448640737,1356,0.06722767978698778
10390,13799,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13799&pm=10390",31,31,27,"2-No","2-No","2-Resource or Both","4-Text","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","1-Yes","2-No",1.,2.,1.5,1000,1000.,5.,500.,6,3448640737,1356,0.06722767978698778
10390,13800,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13800&pm=10390",30,30,27,"2-No","2-No","2-Resource or Both","4-Text","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","1-Yes","2-No",1.,2.,1.5,1000,1000.,5.,500.,6,3448640737,1356,0.06722767978698778
10390,13801,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13801&pm=10390",18,19,15,"2-No","2-No","2-Resource or Both","4-Text","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","1-Yes","2-No",1.,2.,1.5,1000,1000.,5.,500.,6,3448640737,1344,0.06722767978698778
10410,13795,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13795&pm=10410",131,372,117,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,1.5,1.,0.,0.,0.,0.,1,3450015412,917,0.03416268499197383
10458,13872,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13872&pm=10458",10,10,10,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3452948156,258,0.020824238276317228
10474,13897,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13897&pm=10474",261,545,221,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,1.,1.,0.,0.,0.,0.,1,3454851969,1413,0.007228808850369332
10475,13923,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13923&pm=10475",131,380,110,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3457281790,622,0.02476032934643037
10576,13934,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13934&pm=10576",164,451,127,"1-Yes","2-No","1-Quality","1-Regular","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,5000.,0.,5.,2500.,1,3459171920,663,0.21710856156047673
10621,13953,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13953&pm=10621",173,357,93,"2-No","2-No","2-Resource or Both","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,5000.,0.,5.,2500.,1,3461098122,813,0.3177882541071924
10655,13964,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13964&pm=10655",219,405,189,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3463414507,1251,0.05883472037846203
10676,14001,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14001&pm=10676",33,117,24,"2-No","2-No","1-Quality","4-Text","2-No","1-Exploration","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3468829971,507,1.5824027437126176
10676,14176,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14176&pm=10676",37,66,28,"2-No","2-No","1-Quality","4-Text","2-No","1-Exploration","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3468829971,511,1.5824027437126176
10679,14162,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14162&pm=10679",221,325,182,"2-No","2-No","1-Quality","0-No data","2-No","1-Exploration","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3467397007,1522,0.013999047533946951
10680,14002,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14002&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14003,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14003&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14004,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14004&pm=10680",6,7,4,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2602,0.13651133744234847
10680,14005,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14005&pm=10680",7,7,5,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2603,0.13651133744234847
10680,14006,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14006&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14007,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14007&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14008,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14008&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14009,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14009&pm=10680",5,5,4,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2602,0.13651133744234847
10680,14010,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14010&pm=10680",14,14,12,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2610,0.13651133744234847
10680,14011,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14011&pm=10680",10,10,9,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2607,0.13651133744234847
10680,14012,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14012&pm=10680",10,10,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14013,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14013&pm=10680",10,10,8,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2606,0.13651133744234847
10680,14014,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14014&pm=10680",10,10,9,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2607,0.13651133744234847
10680,14015,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14015&pm=10680",11,11,9,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2607,0.13651133744234847
10680,14016,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14016&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14017,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14017&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14019,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14019&pm=10680",3,3,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14020,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14020&pm=10680",1,1,0,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2598,0.13651133744234847
10680,14021,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14021&pm=10680",4,4,4,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2602,0.13651133744234847
10680,14024,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14024&pm=10680",2,2,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14025,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14025&pm=10680",3,3,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14026,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14026&pm=10680",1,2,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14027,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14027&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14028,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14028&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14030,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14030&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14031,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14031&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14032,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14032&pm=10680",3,3,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14033,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14033&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14036,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14036&pm=10680",2,2,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14037,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14037&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14038,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14038&pm=10680",3,3,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14039,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14039&pm=10680",1,1,0,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2598,0.13651133744234847
10680,14041,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14041&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14044,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14044&pm=10680",4,4,4,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2602,0.13651133744234847
10680,14045,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14045&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14046,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14046&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14047,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14047&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14048,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14048&pm=10680",4,4,4,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2602,0.13651133744234847
10680,14049,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14049&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14050,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14050&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14051,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14051&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14054,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14054&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14055,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14055&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14056,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14056&pm=10680",3,3,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14058,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14058&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14059,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14059&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14060,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14060&pm=10680",5,5,4,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2602,0.13651133744234847
10680,14061,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14061&pm=10680",2,2,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14062,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14062&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14063,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14063&pm=10680",3,3,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14064,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14064&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14065,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14065&pm=10680",4,4,4,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2602,0.13651133744234847
10680,14067,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14067&pm=10680",2,2,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14068,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14068&pm=10680",10,10,9,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2607,0.13651133744234847
10680,14069,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14069&pm=10680",4,4,4,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2602,0.13651133744234847
10680,14070,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14070&pm=10680",9,9,9,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2607,0.13651133744234847
10680,14071,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14071&pm=10680",5,5,4,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2602,0.13651133744234847
10680,14072,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14072&pm=10680",12,12,11,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2609,0.13651133744234847
10680,14073,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14073&pm=10680",11,11,9,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2607,0.13651133744234847
10680,14074,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14074&pm=10680",6,6,4,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2602,0.13651133744234847
10680,14075,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14075&pm=10680",11,11,9,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2607,0.13651133744234847
10680,14076,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14076&pm=10680",11,11,10,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2608,0.13651133744234847
10680,14077,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14077&pm=10680",11,11,9,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2607,0.13651133744234847
10680,14078,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14078&pm=10680",14,15,12,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2610,0.13651133744234847
10680,14079,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14079&pm=10680",13,13,12,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2610,0.13651133744234847
