problem_id,round_id,link,num_contestants,contestant_registrant_ratio,num_rounds,first_submission_time,last_submission_time,experience,engagement_barrier,scoring_complexity,prize_pool,prize_number,average_experience,duration,machine_learning,improve,target,task_type,submission_type,scoring_type,provisional_testing,system_vs_provisional,prize_nonmonetary,prize_threshold,stratum,mean_submit_num,median_submit_num,coeff_var_num_submissions,gini_num_submissions,coeff_var_sum_code_lines,gini_sum_code_lines,coeff_var_prov,coeff_var_fin,coeff_var_firstcomp,coeff_var_lastcomp,gini_prov,gini_fin,gini_firstcomp,gini_lastcomp,corr_old_prov_rank,corr_old_fin_rank,corr_old_new_rating,corr_old_prov_score,mean_rating_newcomers,median_rating_newcomers,prop_newcomers,mean_old_rating,median_old_rating,gini_old_rating,coeff_var_old_rating
12544,15648,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15648&pm=12544,247,0.995967741935484,2,3576417314,3577625994,2973,2.0,1.0,0.0,0.0,12.036437246963562,336.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,13.0,7.48936170212766,4.0,1.3158202589156578,0.5420116054158608,1.0514952298961477,0.46835090442525973,0.23984929754620263,0.24071582949066958,0.7611482712203633,0.7457705897593022,0.11254789582250269,0.11307731553985056,0.33392887352600953,0.34395866130967123,0.6317602392914413,0.6397521615879255,0.9523430892183287,0.6317602392914413,1116.7037037037037,1150.0,0.1148936170212766,1353.7211538461538,1301.5,0.1621747473406363,0.29524636416291666
12593,15683,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15683&pm=12593,261,0.9961832061068704,2,3579440938,3580649968,3840,2.0,1.0,0.0,0.0,14.71264367816092,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,13.0,7.961089494163424,6.0,1.016522983863471,0.4842437174557169,1.0581912484361733,0.4958769235070567,0.4044460190499475,0.39734546656616393,1.213067778977363,1.0253761822335126,0.21162482118082881,0.20661975931658594,0.46052557569212416,0.45291096026044186,0.6654737388242733,0.6651408631333694,0.964198285811153,0.6654737388242733,1205.037037037037,1163.0,0.10505836575875487,1450.3521739130435,1439.0,0.1566554267570499,0.2810990700139545
12873,15825,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15825&pm=12873,175,0.9887005649717514,1,3595349350,3596551152,1605,2.0,1.0,0.0,0.0,9.17142857142857,334.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,13.0,6.830409356725146,5.0,1.0335318839101626,0.4754365937675238,0.8881329070662795,0.4297557637646068,0.6649749467211388,0.6679319480814624,0.8585142368965079,0.7508253900718534,0.37749669340362646,0.3779937040363023,0.42673165653837497,0.381421231695506,0.7644907970836473,0.7622743669401718,0.9619003561650498,0.7644907970836473,1160.3617021276596,1151.0,0.27485380116959063,1296.4035087719299,1264.0,0.1521073511002321,0.27377770810663377
13189,15982,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15982&pm=13189,170,1.0,2,3609683731,3610889956,2513,2.0,1.0,0.0,0.0,14.782352941176471,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,13.0,6.579881656804734,5.0,0.8037813565158709,0.42236388404069636,0.9682122319996914,0.47438037630836494,0.9672954860351455,0.9684259522326227,1.2549815040226757,1.029543213286226,0.5363535073600513,0.5368940355145317,0.519544871098713,0.46098403539566146,0.7494268298162816,0.7504102449473131,0.9705216901090947,0.7494268298162816,1232.3125,1270.5,0.09467455621301775,1548.3333333333333,1523.0,0.1553257027499152,0.2770127958713344
13702,16445,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16445&pm=13702,171,0.994186046511628,1,3638545541,3639747505,2190,2.0,1.0,0.0,0.0,12.807017543859647,334.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,13.0,8.718562874251496,6.0,1.0772773730633534,0.5150276370336251,1.0589364386998539,0.48287828727536797,0.5615387823593005,0.5597535905721479,0.9750756013063252,0.8501842472869251,0.32263783473419816,0.32156518129238976,0.4710481875186121,0.435424912376039,0.7010822526312422,0.7023945431112318,0.973087344532325,0.7010822526312422,1158.1538461538462,1099.0,0.23353293413173654,1534.6875,1464.5,0.165313756745062,0.29669077156585966
13843,16472,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16472&pm=13843,181,1.0,1,3643983059,3645190760,2493,2.0,1.0,0.0,0.0,13.773480662983426,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,13.0,7.988439306358382,6.0,1.001537096727129,0.47371238801100857,0.9368277533546426,0.4730635809071364,1.1222995779183265,1.1036686480410327,0.912766595078414,0.8517615339307999,0.559511494202187,0.5589618076213722,0.3985322705523898,0.4475428027963174,0.7772710161988527,0.7797597055588948,0.9781907412618355,0.7772710161988527,1106.6363636363637,1136.0,0.12716763005780346,1459.2251655629138,1445.0,0.17357195027030858,0.30707597056227925
12544,15649,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15649&pm=12544,13,1.0,2,3576417314,3577593172,2753,2.0,1.0,0.0,0.0,211.7692307692308,327.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,14.0,2.8181818181818183,2.0,0.8518816780165368,0.3812316715542522,0.5360704734038823,0.2551024811218986,0.11844597328653406,0.11854935884481009,0.3447963062672507,0.36349915892873114,0.06048690875607743,0.06042606488561619,0.17660455486542437,0.19487179487179485,,,,,1478.0,1468.0,0.36363636363636365,1475.0,1457.0,,
12593,15684,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15684&pm=12593,23,0.9583333333333334,2,3579440938,3580649931,3606,2.0,1.0,0.0,0.0,156.7826086956522,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,14.0,4.85,3.5,0.8856384162851354,0.4530927835051546,0.7755414796742699,0.4016826923076924,0.635727638060437,0.6212289573651074,0.9492972038841903,0.8403709415299877,0.3533251292015215,0.3440732820291892,0.47244978116934144,0.4385916601101495,0.643956043956044,0.6263736263736264,0.9120879120879121,0.643956043956044,1024.5,998.5,0.3,1275.7857142857142,1117.5,0.2257232437793436,0.48053736040730216
13132,15939,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15939&pm=13132,15,1.0,2,3606053432,3607256410,3323,1.0,1.0,0.0,0.0,221.53333333333333,335.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,14.0,2.3846153846153846,1.0,0.8127709399105592,0.39205955334987597,0.8633001945664864,0.4534645165559993,1.3253701575050536,1.3132404522590562,1.0422434861274021,0.9568174610332967,0.6463403436313387,0.6431092263764767,0.5176136363636363,0.44279817970155577,,,,,1227.5,1241.0,0.6153846153846154,1067.4,1052.0,,
14636,16944,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16944&pm=14636,120,1.0,1,3708294785,3709501156,2543,2.0,1.0,0.0,0.0,21.191666666666663,336.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No,15.0,9.966386554621849,7.0,0.9702532641493412,0.48619042895404374,1.3703850524936119,0.528500005474118,0.29242235511180487,0.292538866321154,1.0889357888061846,0.952288500708493,0.14160697804971623,0.14267915327549685,0.45165073429366476,0.48003821668998736,0.6095460259339526,0.6374983940508084,0.9681206151952303,0.6095460259339526,1029.076923076923,1003.0,0.1092436974789916,1583.1037735849056,1550.5,0.16574194808405818,0.2942376455029602
14281,16828,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16828&pm=14281,61,1.0,1,3685934675,3687123554,972,2.0,2.0,0.0,0.0,15.934426229508198,331.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No,15.0,7.327586206896552,5.0,1.013669745140256,0.49683569979716025,3.1449114176850665,0.6183857424705697,1.0393628448988477,1.0178649219741813,0.8346987965098963,0.7069939167108896,0.5479960474812741,0.5417573182935336,0.45082359877657807,0.394788426550854,0.5277095200378088,0.5254394079555966,0.9394929320800214,0.5277095200378088,1124.4545454545455,1033.0,0.1896551724137931,1487.8085106382978,1422.0,0.15024178710381575,0.2861223857734258
14599,16928,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16928&pm=14599,107,0.9907407407407408,1,3703462631,3704662798,2177,2.0,1.5,0.0,0.0,20.345794392523363,334.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No,15.0,9.51923076923077,6.0,1.113000328501294,0.5251554001554002,1.2338455652799272,0.5473164591875381,0.4882670639722425,0.4923521476055652,1.0118409687379193,0.9292582479589984,0.27801196304091025,0.2802372051027684,0.5038831935383661,0.48410783689044024,0.7013606013693809,0.6967132798782049,0.9767980626796546,0.7013606013693809,1196.5555555555557,1084.0,0.08653846153846154,1569.6105263157895,1500.0,0.18765337626321554,0.3349734087994114
